emotion,id,offensive,source,text
joy,4418.0,0.0,original,18 horas después ya estoy en casa... hoy puedo llegar cinco horas más tarde al trabajo... destrozado pero contento de que el 80% de mi mesa ejerciera su derecho a votar ;-)
fear,2932.0,0.0,translated_en,"Parece que alguien está caminando por ahí arriba, aterrador."
others,1124.0,0.0,original,cámara de cine | Captan cuando tanqueta atropella a manifestantes en . Buscan la salida del gobierno en una tensa manifestación frente a una base aérea
anger,4460.0,0.0,original,No quiero oír NI UNA QUEJA de los que NO HABÉIS VOTADO!
surprise,1892.0,0.0,original,El suicidio o sacrificio de la mujer roja aún no me queda claro cara pensativa
joy,4614.0,0.0,original,“Ha ganado el futuro y ha perdido el pasado”. Pelos de punta. GRACIAS ESPAÑA!
others,2490.0,0.0,original,festival de lecturas de paz y convivencia por el día del libro y el idioma
anger,8228.0,1.0,original,Si es que juntarse con los extremos no sale bien El PP se da una ostia x gilipollas
joy,3932.0,1.0,original,"MESSI QUE BELLEZA DE GOL, JODER! LO AMOOOOO"
others,4250.0,0.0,original,¿Ya listo para el juego de ida de la semifinal de la ? No te pierdas el del vs por dorso de mano con índice a la derecha
sadness,5171.0,0.0,original,"""Soy una niña que dice que otras personas están robando mi futuro"" , activista sueca símbolo de las protestas por el clima"
joy,6608.0,0.0,original,balón de fútbol Gooooooooooooooooooooool!!! balón de fútbol le gana 1-0 al portería semifinal - ida círculo rojo círculo azul
joy,2464.0,0.0,original,Y en este día vamos retomando la agradable rutina de enajenarnos frente a las letras con un gran autor cara de empollón
sadness,358.0,0.0,original,"Ayer, sentí pena y horror al ver a en llamas, con recuerdos de mi visita a esa magnífica catedral. Hoy, que sea la el sentimiento principal. Esperanza y apoyo a y su gente para reconstruir este tesoro histórico. Manos a la obra!"
sadness,2267.0,0.0,original,"Es feo ver cómo se alejan tus amigos, pero ¿Alguna vez prestaron un libro y nunca se los regresaron? Wey, eso si que duele. cara decepcionada corazón roto"
others,1346.0,0.0,original,"Sigue la tensión en tras las intensas protestas en el este de , heridos y detenidos hasta el momento."
others,3580.0,0.0,original,"|| Piqué no la pasa NADA bien con Mané. De tres duelos, todos fueron para el atacante del ...0-0"
joy,7938.0,1.0,original,ME CAGO EN LA PUTA MADRE JODER TE AMOOOOOO
sadness,7268.0,0.0,original,"Hoy vemos con tristeza el grave daño sufrido en la de , patrimonio de la humanidad. Construida entre 1163 y 1245 es una de las catedrales góticas más antiguas del mundo. Nuestra admiración con los valientes bomberos que trabajan..."
joy,2072.0,1.0,original,La mejor puta serie de la historia mi heroina te amo dios porque solo quedan 3 capítulos cara agotada cara agotada cara agotada
joy,237.0,0.0,original,¡Conmovedor! bandera francia Franceses rezan afuera de mientras ven como el edificio es consumido por el fuego
others,2437.0,0.0,original,libros La inspiración de los mejores jugadores de viene de estos libros alto voltaje
sadness,4446.0,0.0,original,"En este punto ya solo diré que las matemáticas no fallan, ya vemos con quien suman y con quien no. Y no me gusta nada:("
others,5358.0,0.0,original,"globo terráqueo con meridianos | , la chica de 16 años que fue nominada al 2019 por su lucha contra el ."
surprise,3160.0,0.0,translated_en,“El GoT lUcKy en el FiRsT GoAl”
joy,488.0,0.0,original,"mi ciudad favorita del mundo, conozco la belleza gracias a ti corazón rojo bíceps flexionado"
fear,664.0,0.0,original,"Venezolanos por favor, ahora más unidos que nunca, no dejen la calle sola. Llegó el fin de tantos años de miseria, sigan en la calle"
sadness,7703.0,0.0,original,Que angustia desde aquí enviando toda la buena energía para que terminemos de salir de este régimen.
joy,4789.0,0.0,original,Envidia y respeto absoluto al País Vasco corazón amarillo corazón morado corazón rojo
fear,527.0,0.0,translated_en,"Estoy perplejo por lo que el primer XI Klopp ha hecho por no decir que es malo, pero no estoy seguro de lo que quiere hacer en el ataque."
joy,5564.0,0.0,original,"es una apisonadora en su discurso. Un talento al que se ha dado un micro, una cámara... ¡Merece esa atención! Pero seguro que en España hay otras Gretas. ¿O ya las hay?? cara pensativa ¡Ojalá pronto las pongamos cara y voz!! bíceps flexionado tono de piel claro medio bíceps flexionado tono de piel claro medio"
disgust,261.0,0.0,translated_en,En tenemos un que actúa como un niño y en ellos tiene un niño que actúa como tratando de salvar 's y tratando de salvarse a sí mismo y su . 'Nuestro futuro fue vendido'
others,5209.0,0.0,original,"Los líderes ya nos ignoraron y lo seguirán haciendo, el cambio para ayudarle a la tierra no depende de ellos, es de cada uno."
sadness,12.0,0.0,original,"No te sientas mal por llorar, es horrible que esto atroces suceso sigan ocurriendo"
anger,5874.0,0.0,original,esta matanza a sangre fria tiene que terminar!!!! FUERZA VENEZUELA bandera venezuela bandera venezuela bandera venezuela bíceps flexionado tono de piel claro bíceps flexionado tono de piel claro
others,1004.0,0.0,original,Que mal eres chavista? ! Por pensar así no vas a salir de pobre ajajaj.
joy,2804.0,0.0,original,"“De los diversos instrumentos inventados por el hombre, el más asombroso es el libro; todos los demás son extensiones de su cuerpo… Sólo el libro es una extensión de la imaginación y la memoria”.- Jorge Luis Borges. ¡Feliz Día Internacional del Libro! libros"
others,2459.0,0.0,original,leer evitará que pienses que leer te hace mejor persona
others,5071.0,0.0,original,"Dice Abascal que España unida jamás fue vencida y jamás será vencida. Estoy de acuerdo con el, se ha demostrado hoy."
sadness,7324.0,0.0,original,"Cada vez nuestra sociedad está más polarizada pero ayer sufrimos una pérdida que nos afecta a todos por encima de ideas, países y religiones. Todos hemos sufrido una gran pérdida"
sadness,5710.0,0.0,original,. estaba en al momento del incendio EN . Así lo vivió cara llorando
joy,5021.0,0.0,original,"Que bien he dormido sabiendo que España es progresista, feminista y tolerante. Adiós al discurso del odio y el enfrentamiento. Orgullosa de este país."
joy,3947.0,0.0,original,La emoción de la Champions es inigualable!!
others,5704.0,0.0,original,"- El jefe de Bomberos de París informa que se salvará la estructura del edificio de la Catedral de , es decir que se tendría que reconstruir todo el techo, pero no las torres y paredes."
joy,7895.0,0.0,original,"Me voy a dormir orgasmada perdida. Gracias por tanto y perdón por tan poco, ."
anger,8376.0,1.0,original,"Ya me tomaba bastante poco en serio este panfleto, pero hoy ha conseguido darme verdadero asco. Qué insulto a la verdad, la profesionalidad y la moralidad. Qué panda de malos profesionales y sectarios."
disgust,4601.0,0.0,translated_en,"Si estas fueran las cámaras del parlamento del Reino Unido, ¡reunirían más fondos benéficos para limpiar la tierra que para reconstruirla!"
others,5413.0,0.0,original,Con el no aprendimos nada. A ver que pasa con el y la lección que recibimos con mensaje de esta niña. Cada vez más y más jóvenes luchando por el que ya les pertenece
joy,2084.0,0.0,original,"Y después del alivio tras ver los resultados de las , toca sufrir por el 8x03 de , que se nos olvida que ahí sí va a haber drama cara de sueño"
joy,1695.0,0.0,original,Irse a la cama con la victoria aplastante del y después de ver el mejor capítulo de la historia de
others,4371.0,0.0,original,Twitter Colombia apoyaba al Todo en orden cara con manos abrazando
joy,3087.0,0.0,original,Leyendo Cuentos de buenas noches para niñas rebeldes cara guiñando el ojo
others,4105.0,0.0,original,Sin duda un buen juego por dos grandes planteles
sadness,4394.0,0.0,original,"Se va a quedar esto hecho un solar, válgame.-"
joy,1509.0,1.0,original,Disfrutad del episodio de porque es lo más tocho que vamos a ver en audiovisual posiblemente en años y una pasada de mano por la cara a todos los pollaviejas del cine que siguen sin darle a la ficción en streaming el lugar que se merece.
joy,4256.0,0.0,original,"Messi hijo de puta, te amo, ven te beso tu pie izquierdo"
anger,8178.0,1.0,original,La derecha a la mierda!! A seguir avanzando!!
anger,1032.0,0.0,original,Cuál es el afán de tentar a los demonios de la violencia en ?! En aún no aprendemos las lecciones de la tiranía que sufrimos.
surprise,1700.0,0.0,original,El mejor capítulo de la Historia de las series de acción. El mejor capítulo de la Historia de las series de batallas/lucha. Es tal la magnitud de esto que lo deberían haber estrenado en cine. No puedo ni respirar.
sadness,219.0,0.0,original,"Que dolor la noticia, pero se que ustedes van a salir de las cenizas, como siempre lo hicieron manos en oración corazón rojo"
fear,3522.0,0.0,translated_en,Estoy bastante seguro de que está tratando de matarme. Mi estómago está en pedazos después de eso.
sadness,7349.0,0.0,original,"La putada de lo perdido, es el impacto en el turismo que pueda acarrear para Paris, que si apenas sufrió una perdida de turistas de un ridiculo 1% tras los atentados... No creo que tras el incendio de sea significativo para la ciudad"
joy,1380.0,0.0,original,Que maravilla de capitulo ha merecido la pena esperar una semana
disgust,6863.0,0.0,translated_en,"Parece que ha lanzado un violento intento de cambio de régimen en . Esto no es un levantamiento popular, es un intento de golpe."
joy,4271.0,0.0,original,"GOLAZO DEL MEJOR DEL MUNDO, DE LA HISTORIA."
joy,4258.0,0.0,original,Gol 600 y que mejor manera de hacerlo. el mejor del mundo
sadness,1885.0,0.0,original,"Mañana tengo examen, lo llevo bastante mal. Como soy idiota me voy a quedar a ver hasta tarde los resultados electorales y luego a lo mejor empalmo con . Las elecciones son sagradas, pero también ¿Qué hago?"
anger,4400.0,0.0,original,"Cinco horas de escrutinio, a lo mejor el cómputo de votos del senado nos lo podríamos replantear urna con papeleta"
joy,3390.0,0.0,original,La celebración histórica del Barcelona el mejor club del mundo
sadness,897.0,0.0,original,Triste que la oposición fascista intente una vez más un golpe de estado manos en oración manos en oración
surprise,2439.0,0.0,original,El Quijote' se empezó a escribir cuando Cervantes estaba en prisión y en la primera edición había inexactitudes como que el burro de Sancho apareció misteriosamente tras ser robado. Y otras curiosidades en el
others,7021.0,0.0,original,Sala Plena recibió solicitud de antejuicio de mérito contra Juan Guaidó
others,1077.0,0.0,original,Pompeo dice que Maduro estaba listo para dejar y bandera rusia lo impidió...
others,2363.0,0.0,original,"""Es obvio el que los valores de las mujeres difieren con frecuencia de los valores creados por el otro sexo y sin embargo son los valores masculinos los que predominan"" -Una Habitación Propia- Uno de mis libros favoritos"
others,6725.0,0.0,original,"acabo de leer que podemos tiene más votos pero menos escaños, ¿como puede ser eso? ayuda pls no tengo ni idea de cómo va el tema escaños"
disgust,3954.0,0.0,translated_en,"Y todavía hay gente que piensa que Nicolás Maduro es un buen tipo que respeta los derechos humanos y la libertad, un total creyente demócrata en los métodos no violentos."
joy,2553.0,0.0,original,"Leer quizás no te haga mas inteligente, pero te hará pensar, y el pensar te hace libre."
disgust,5236.0,0.0,translated_en,". on : ""Esto claramente no es un golpe"" - espero que esto sea suficiente para sacar del poder - cuanto antes Maduro se haya ido, antes la oportunidad de justicia... para el pueblo."
sadness,6094.0,0.0,original,Un minuto de silencio por los caídos en
joy,1837.0,0.0,original,El mejor capítulo de de momento!! INCREÍBLE cara gritando de miedo cara gritando de miedo
others,837.0,0.0,original,Un Presidente que miente deliberadamente quiere acabar con y . Cese la agresión y la amenaza contra los pueblos independentes.
joy,4301.0,0.0,original,"Yo no sigo al Barcelona pero uno tiene que ser muy ciego o muy pendejo para criticar la calidad de fútbol de , por favor es el amo de los tiros libres!!! Su fútbol es único. Que hermoso es disfrutarlo."
disgust,7822.0,1.0,original,"¿Qué clase de líder democrático llama a la violencia, la celebra y la justifica? Pues la hipócrita derecha"
joy,5291.0,0.0,original,"Congratulaciones a , 16, por haber sido nominada al de la paz por pelear contra el demostrando a la clase política lo urgente que es enfocarse en esta problemática. El mundo necesita más personas como manos aplaudiendo tono de piel claro flecha top"
joy,2580.0,0.0,original,"Feliz a todos en especial a Neto Muyshondt que lee más de 100 libros al año, incluso cuando va conduciendo."
sadness,7501.0,0.0,original,No hay vuelta atrás Dios con nosotros... no perdamos la Fe. Estamos cerca
anger,3230.0,0.0,original,Lo del Atleti es muy lamentable y lo de Griezzman ya ni os cuento.
sadness,7217.0,0.0,original,Cuánto duele verlo... los rosetones de sufren daños catastróficos... cara desanimada
sadness,7457.0,0.0,original,toda mi solidaridad con el pueblo francés por la trágica noticia... toda la humanidad hemos perdido hoy... me invade una gran tristeza ver las imágenes terribles del incendio de tan bello y valioso edificio
joy,6753.0,0.0,original,"Esta Génova que no coge un alfiler, están los del eufóricos por este gran resultado cara llorando de risa cara llorando de risa"
joy,2336.0,0.0,original,"Leer no hace daño amigos, digo, igual seguirán siendo feos, pero si tienen una buena platica, siempre serán una agradable compañía..."
joy,4165.0,0.0,original,Qué dicha poder ver a los mejores futbolistas del mundo haciendo lo que más les gusta.
others,5848.0,0.0,original,Pompeo : Maduro se preparaba para salir de y Rusia lo detuvo v
anger,8348.0,1.0,original,no teneis ni puta idea de la puta vida los que votaron a vox increible es normal que se rian de nosotros en otros paises..
joy,4131.0,0.0,original,Lo único bueno de ver la es tener el agrado de escuchar los comentarios de !!! Saludos desde Miami maestro!!!
joy,191.0,0.0,original,"a punto de desaparecer. Un abrazo a nuestros franceses. No es hasta dónde hemos caído, sino la fuerza con la que nos levantemos! VOLVERÁ A BRILLAR"
others,4671.0,0.0,original,El PP ha conseguido que en sus fiestas haya menos gente que las que hace Amador Rivas
others,4653.0,0.0,original,"El bueno, el feo y el malo"
anger,7894.0,1.0,original,Los que hacéis spoilers de me contáis cuál es vuestro puto problema? Yo lo veo pero no me dedico a joder a nadie
others,3611.0,0.0,original,El mejor gol de la
surprise,1728.0,0.0,original,¿Soy el único que piensa que ha cometido un error tremendo? Primero se tendría que haber decidido quien se sienta en el trono de hierro y después matar al rey de la noche.
anger,8146.0,1.0,original,¡Puta mala memoria tenemos! Las políticas y mentiras de izquierdas nos llevaron a la crisis Y ENCIMA NEGARON EN VEZ DE DAR SOLUCIONES A LO QUE OCURRÍA ¿que vamos a esperar de un País en el que el día después de elecciones tiene+interés Supervivientes cara cabreada
others,1669.0,0.0,original,Dos de las mejores batallas jamás vista en televisión:• La Batalla de los Bastardos.• La Batalla de Invernalia.
others,3490.0,0.0,original,Que clase táctica están dando estos dos Equipos... bendita vs
joy,1354.0,0.0,original,JODER CON ! TREMENDO EPISODIO! EL MEJOR DE LA SERIE!
others,2021.0,0.0,original,Bueno pues me quedo conforme con los resultados del . Ya solo queda que esta noche quede alguien vivo en
others,2639.0,0.0,original,Como hoy ha sido el seguro que en este debate al menos dedicarán unos minutos para hablar de la unidad de España.
fear,6049.0,0.0,translated_en,"875 iglesias en han sido atacados en el último año usted piensa, el trágico incidente en fue casualmente?"
joy,4788.0,1.0,original,Alegría porque el PSOE ha ganado las elecciones. Si eso no hace que veamos lo jodidos que estamos ya no se me ocurre nada.
sadness,7516.0,0.0,original,Terrible lo que está pasando en . Una plegaria sincera por mis amistades venezolanas. Que Dios les dé fuerza y entendimiento para hacer lo correcto.
disgust,4416.0,1.0,original,"Aparentemente se aleja el fantasma de ser gobernados por fascistas, ignorantes y fanáticos religiosos. Para todos aquellos seguidores de la terna facha recordad, aún no habéis tocado fondo. Siempre podéis coger una pala y seguir cavando."
anger,7778.0,1.0,original,Oye no te atreves a dar opinión sobre vergüenza de candidata eres.
joy,2718.0,0.0,original,"Muchas aventuras de mi infancia empezaron ahí, en esa pequeña librería de la calle Rosario. Y, aún hoy, muchas historias comienzan con el saludo a Paco y a Cristina. Larga vida a quienes nos contagian su entusiasmo por los libros"
joy,6235.0,0.0,original,¿Qué tal vuestro ? ¡Recomendadme alguno para cuando me termine este! manos en oración tono de piel claro medio cara feliz con ojos sonrientes
others,1287.0,0.0,original,Atento a las 6pm el presidente se dirigirá al país con un mensaje.
sadness,618.0,0.0,original,"Algunos de los árboles más viejos habían sido reutilizados del edificio anterior (1160), y algunos de ellos probablemente databan del siglo VIII. Significa que algunos de los árboles que se quemaron ayer eran más viejos que el francés y Francia! cara llorando"
others,2660.0,0.0,original,"“Libros, caminos y días dan al hombre sabiduría"" Proverbio árabe"
anger,8298.0,1.0,original,"La sexta, tu televisión de izquierdas, retransmitiendo el discurso de principio a fin de la ultraderecha. Escoria!!"
others,1644.0,0.0,original,"Resumen del capítulo de Juegos de Tronos por favor, subidle el brillo"
others,6746.0,0.0,original,¿Empezamos a recordarle la promesa de ayer?
others,5357.0,0.0,original,Invitamos a todos los estudiantes en Bogotá hoy a unirse al paro estudiantil para exigir al gobierno tomar medidas en contra del cambio climático! La manifestación se llevará a cabo a las 10.00am en la plaza simón Bolívar
others,6652.0,0.0,original,a dar todo si se puede... Contra un grande.
sadness,32.0,0.0,original,Independientemente al carácter religioso de hoy se ha dañado una de las creaciones humanas más grandes en la arquitectura y en tiempos en los que el hombre solo destruye eso si representa una pérdida notable.
anger,1069.0,0.0,original,"SI TANTO GLORIFICAN AL SOCIALISMO DE LOS PRO , YA DEBERIAN IRSE PARA DISFRUTAR ESE ES-PEJISMO DE Y ."
joy,2096.0,0.0,original,"Nadie es consciente de lo que está apunto de ver en sus pantallas, se podría decir que será lo más épico que veremos en mucho tiempo y qu es el ecuador de la serie READY!!!! fuego Vamos a llorar todos!! cara asustada chispas"
sadness,7451.0,0.0,original,"Me pone sad lo de , no me imagino a toda una población perder o ver sufrir el daño a alguno de sus más emblemáticos monumentos. bandera francia exclamación de corazón"
joy,2716.0,0.0,original,felicidades a todos los lectores
anger,8140.0,1.0,original,Abascal que has perdido cállate ya pesao
disgust,1641.0,0.0,translated_en,"SAD! Ni Población habló o REVAMPS después de , mientras que más de $ prometido 's Iconic reconstruida me AlAqsa REBUILT, Amen"
fear,5741.0,0.0,translated_en,Better Business Bureau advierte de estafadores de restauración de la catedral de Notre Dame
others,5135.0,0.0,original,"Para tomar nota dorso de mano con índice hacia abajo La extrema derecha entra en el Congreso con 24 escaños, jaleando España unida jamás será vencida. Junqueras desde Soto Del Real, gana por primera vez unas elecciones generales en Cataluña con 17 escaños."
sadness,320.0,0.0,original,Que muy pronto Eso que pasó Sea un mal recuerdo
joy,3178.0,0.0,original,Barcelona Campeón! trofeo Gracias Messi por tanto!!!!! Ahora vamos por la y Triplete a la vista!!! bandera españa
disgust,5633.0,0.0,translated_en,¡Lo que está pasando ahora es inaceptable! ¡El de este mundo está matando al país (el embargo de Estados Unidos está activo ahora) y vendrá como los salvadores tan pronto como Mauduro esté abajo porque él no quiere jugar su juego!
sadness,7258.0,0.0,original,Para los católicos será una pérdida que con fe haremos reconstruir esta y cuantas quemen o derriben. Para los no católicos Notre-Dame de Paris será una pérdida irreparable. Que nos costará volverla a ver como antes. Juntos pedimos justicia por tal hecho.
joy,2753.0,0.0,original,rosa libros ¡Uno de mis días favoritos!
others,3541.0,0.0,original,Ni una más dice. Pedazo de ciego dos penaltis que no has pitado cara de desaprobación
disgust,4675.0,0.0,translated_en,Es tan hermoso ver aves / murciélagos siendo sacrificados en el aire por alas de viento ecológico. Los turistas también pueden recoger algunos cadáveres de aves para hacer barbacoas ecológicamente amigables.
fear,709.0,0.0,original,Entre y tengo los nervios destrozados
sadness,7532.0,0.0,original,"En este día del libro y con pena y tristeza por los acontecimientos recientes, recomiendo ampliamente esta gran obra del maestro Víctor Hugo una historia que aunque muchos no lo sepan ya la conocen gracias a una película infantil muy querida por miles de personas ..."
others,3638.0,0.0,original,Lo vuelve hacer su majestad Lío corona
sadness,7526.0,0.0,original,Estoy viendo los resultados de la elecciones y me siento muy triste ... hay comparecencias de líderes que no entiendo!!!!¿pero esto es ESPAÑA?
others,5351.0,0.0,original,"| ""A los jóvenes europeos que se manifiestan y hacen huelgas, les diría que deberían continuar porque están haciendo un gran trabajo y ""deberían estar orgullosos de sí mismos""."
others,1849.0,0.0,original,"Pues qué fácil todo, ¿no? Si las cosas van a ser por obra y gracia..."
joy,3616.0,0.0,original,"Un gol para el recuerdo, el recuerdo del mejor jugador de todos los tiempos."
disgust,1566.0,0.0,translated_en,25% de descuento + lanzará un par de gafas de sol oscuras de forma gratuita. debe ser ilegal.
joy,4540.0,0.0,original,Pues esta es la mejor forma de seguir la noche electoral: equipazo crudo!
joy,3168.0,0.0,original,"CAMPEONES DE ESPAÑA!!! Con gol de Messi, derrota 1-0 al para coronarse en proyector de cine Vía:"
others,4087.0,0.0,original,"Ocho minutos y demostrando, una vez más, ser uno de los mejores jugadores del mundo. Veremos cuanto tarda el en echarle el ojo...."
joy,3389.0,0.0,original,"Muy buenas. Ayer no salió el pronóstico, pero hoy esperamos volver a la senda del triunfo con un pick de regalo dorso de mano con índice a la derecha"
joy,2368.0,0.0,original,excelente libro abierto gracias a todas esa personas que se dedican a sacar tantos textos
surprise,3344.0,0.0,original,| El alinea así para enfrentar al :
disgust,6074.0,0.0,translated_en,Estados Unidos necesita un golpe de estado para el petróleo y la conspiración de la guerra fría.
joy,1249.0,0.0,original,"Ánimo Venezuela, los mexicanos contigo,"
sadness,526.0,0.0,original,"Fue muy triste lo de y en plena Semana Santa, pero también muy esperanzador ver que qué eran varios jóvenes con Rosario en mano rezando el Ave María manos en oración"
surprise,1803.0,0.0,original,Cómo que anoche no os gustó pero qué os pasa en la cabecita xd
disgust,7230.0,1.0,translated_en,"Por si nos olvidamos de la escena en la que una mujer blanca nadaba literalmente en un mar de ellos como llamaban a su madre, anoche se aseguró de recordarnos que A GOT no le importa una mierda la gente morena."
sadness,7272.0,0.0,original,Muy triste por . Un patrimonio universal que ardio durante horas ante la triste mirada del mundo. bandera francia cara llorando
others,5953.0,0.0,original,El del rey de la noche:
disgust,3587.0,1.0,translated_en,¡La calidad de los jerseys de barca es una mierda!
sadness,119.0,0.0,original,Conmovedora imágen... un día muy difícil para los franceses y todos los católicos en general
others,5792.0,0.0,original,"Cuenta se dan de quién es el que manda en ,"
surprise,4119.0,0.0,original,"El mejor equipo en el campo no pudo anotar ni un gol jajajaja... Mientras que al contra golpe y al balón parado el otro equipo sacó su resultado de local, ironías del fútbol!!!"
sadness,7458.0,0.0,original,"Devastadoras y muy lamentables las imágenes de la Catedral de en pleno incendio. Una pérdida invaluable para el patrimonio de la humanidad; la reacción lógica debería ser que todos los ciudadanos del mundo, europeos o no contribuyamos juntos a su reconstrucción."
anger,7936.0,1.0,original,PISAME LA PUTA CARA YA
joy,2990.0,0.0,original,"No tengo idea de la cantidad de libros que han pasado por mis manos. Desde historias fantásticas hasta libros muy técnicos relacionados con mi área: Amo leer, me hace ser mejor cada día. Celebro en grande este , manteniendo este hábito e incentivando a otros."
surprise,718.0,0.0,original,"Que raro que entre las 20 primeras tendencias de Twitter no aparezca ni , ni , ni ni .... Sospechoso cara sin boca cara sin boca cara sin boca cara sin boca"
joy,2617.0,0.0,original,"Alguien quiere contar que libro está leyendo hoy? Yo hoy leo ""La simetría de los deseos"" de Eshkol Nevo en español, regalo de una gran amiga que no vive en este barrio."
disgust,818.0,0.0,translated_en,Me alegro mucho por Luis Saurez.
surprise,4724.0,0.0,original,En serio. Hay más personas que no hayan podido votar hoy porque les han dado de baja del padrón??? Yo se de 3 conmigo.
surprise,2730.0,0.0,original,"Por el , Amazon está regalando nueve ebooks internacionales, entre ellos el de una autora mexicana cara con manos abrazando"
others,2655.0,0.0,original,"Hoy es , y Stephen King nos cuentan por qué los libros son el mejor entretenimiento."
disgust,6061.0,0.0,translated_en,"Realmente espero que el incendio en Norte Dame haya sido un accidente, sin embargo, no estoy seguro de que lo fuera. Con todas las iglesias que han sido atacadas en Francia últimamente."
sadness,7269.0,0.0,original,"Hoy me solidarizo con todos mis amigos franceses. Siento tristeza por la pérdida parcial de la de . Se tardarán tiempo en reconstruirla, pero en un país de pujanza y desarrollo, se que lo lograrán!! Foto: copyright J. Garzón Todos los derechos reservados"
others,6914.0,0.0,original,"+ 20/03: , vuelve el y la por"
others,2462.0,0.0,original,"porque leer alimenta el alma, cultiva la mente, volamos lejos, soñamos, viajamos.. Y aprendemos mucho. en Punta del Este, Uruguay"
joy,6516.0,0.0,original,"CAMPEONES, CAMPEONES, OLÉ, OLÉ, OLÉ!"
anger,7801.0,1.0,original,Leopoldo no puede ser tan cobarde de no estar al frente de su gente. Vergonzoso y bochornoso que esté en la embajada chilena. Qué mierda de honor es ese? Qué líder tan bochornoso es ese?
disgust,3473.0,0.0,translated_en,Salvamos a Notre Dame de los estragos del fuego Pero el mundo todavía arde.
others,2224.0,0.0,original,"7° El héroe discreto por Mario Vargas Llosa""Es verdad que es imposible conocer a fondo a las personas, todas son insondables."""
joy,2692.0,0.0,original,¡Queremos celebrar el con estos títulos para ustedes! Lo único que tienes que hacer es darle RT y dejar un comentario del último libro que leíste libros manos levantadas celebrando Las primeras cinco personas en responder son las ganadoras
joy,2815.0,0.0,original,"Recuerdo mis primeras lecturas, que buenas epocas de mi infancia"
joy,3854.0,0.0,original,"balón de fútbol trofeo | 2-0 | cronómetro 74' | ¡GOOOOOOL! del , Messi amplia la ventaja a favor Sigue aquí el :"
fear,1506.0,0.0,translated_en,es la gente de noticias de ayer porque he tropezado con una emergencia aún más yuge para que nos caguemos los pantalones encima (por favor disculpe mi lenguaje!). Si estaba asustado antes de que ella estará absolutamente fuera de sí cuando ella lee esto...
joy,4355.0,0.0,original,Hoy es el turno de vs . Te animas a verlo con nosotros a ? Te esperamos!
disgust,1887.0,0.0,translated_en,Ojalá la gente se hubiera puesto de pie para la transferencia pacífica del poder cuando Trump asumió el cargo como EE.UU. tratando de hacer para
disgust,2630.0,1.0,translated_en,Por favor... no conviertas el lugar en una trampa de aplausos interconfesionales.
joy,4420.0,0.0,original,“Con Rivera no” y “sí se puede” gritan en Ferraz los socialistas al nuevo presidente. Esto cada vez me gusta más.
disgust,496.0,0.0,translated_en,Barcelona puede salirse con la suya.
others,6553.0,0.0,original,Se viene la eliminatoria ida y vuelta más esperada de lo que va de año por la Semis de la
disgust,2708.0,0.0,translated_en,"Ella es un apoyo para toda la agenda ""Verde"" Probablemente lee un guión cuando da un discurso."
surprise,5775.0,0.0,original,Día histórico a punto de salir de rumbo a pero lo detienen los Rusos que le dicen que se quede ¿que sucede?
anger,907.0,1.0,original,Si EEUU se quiere quedar con el petróleo que se lo quede pero que saquen a estos ASESINOS de MIRAFLORES bandera venezuela
disgust,4359.0,0.0,translated_en,"Ahora seré extremadamente decepcionado en el caso de que el golpe fracase, y el ejército americano se vea obligado a limpiar. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
sadness,757.0,0.0,original,Les duró poco el show. Capturados y neutralizados los cuatro gatos que robaron tanquetas y atropellaron a la gente. Guiadó los volvió a usar y abandonar.
others,2457.0,0.0,original,"Se trata de piezas históricas, incunables, volúmenes únicos, manuscritos de grandes escritores o las muestras literarias más genuinas y raras de un autor. vía"
others,6161.0,0.0,original,Yo se a quien le fascina el dia de hoy a la gran escritora Betina. mano haciendo el gesto de llamar pulgar hacia arriba
sadness,58.0,0.0,original,"Estoy destrozada por el devastador incendio en la Catedral de Notre Dame, estaba planeado ir dentro de 4 o 5 décadas para conocerla, Dios la tenga en su Santa gloria. cara desanimada"
joy,2482.0,0.0,original,"En el Por las historias que sembraron dentro de mí, por las nacieron de mí y por las que vienen, nunca podré agradecer lo suficiente a los libros y a la palabra escrita."
others,2847.0,0.0,original,La lectura lleva a mundos desconocidos inimaginables . Atrevete a Entrar.
disgust,6425.0,0.0,translated_en,Muy inquietante. Reuters explica una estrategia para llevar mercenarios externos a . Dos de los principios más fundamentales del Derecho Internacional son la prohibición del uso de la fuerza y la no injerencia en los asuntos internos de otros Estados.
joy,3850.0,0.0,original,Golazooo de demostrando porque es el mejor balón de fútbol Apague y vamonos.
fear,2005.0,0.0,translated_en,Lectura recomendada: y Kirk Talbot en cómo todavía tenemos tiempo para cambiar nuestro enfoque hacia los bienes comunes compartidos y abordar la crisis que se avecina
surprise,5952.0,0.0,original,El episodio 8x03 de Juego de Tronos en un gif:
disgust,5945.0,0.0,translated_en,"Los fans de Guaido, que piensan que se preocupan por ellos, acosan a activistas pacíficos negros en DC ahora. Tengan cuidado, pueden incendiar a alguien."
anger,5299.0,0.0,original,"""Ustedes no son lo suficientemente maduros como para contar las cosas como son. Incluso esa carga la dejan para sus hijos'Ustedes dicen que aman a sus hijos por encima de todo, pero les están robando su futuro ante sus propios ojos"""
